source_file,line,method,path_expression,first_segment,legacy_backend_match
src/App.vue,336,GET,'/warehouse/selection/'+selection).then(function(resp){,warehouse,yes
src/App.vue,365,POST,"'/auth/current_tenant', this.tenant).then(function(resp){",auth,yes
src/App.vue,392,GET,'/auth/current_user').then(function(resp){,auth,yes
src/App.vue,442,GET,"'/auth/translation?q={""per_page"":100}').then(function(resp){",auth,yes
src/components/dash/Dash.vue,160,GET,'/chart/order/count').then(function(resp){,chart,yes
src/components/dash/Dash.vue,208,GET,'/chart/money/count/pay').then(function(resp){,chart,yes
src/components/dash/Dash.vue,237,GET,'/chart/money/count/recv').then(function(resp){,chart,yes
src/components/finance/FinanceSummary.vue,223,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/finance/FinanceSummary.vue,236,GET,'/auth/user?q='+JSON.stringify(q)).then(function(resp){,auth,yes
src/components/finance/FinanceSummary.vue,383,GET,'/finance/stat/partner/summary?q='+JSON.stringify(q)).then(function(resp){,finance,yes
src/components/finance/List.vue,433,POST,"'/auth/config', env.conf).then(function(resp) {",auth,yes
src/components/finance/List.vue,465,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/finance/List.vue,480,POST,"'/finance/money/summary', this.summary).then(function(resp){",finance,yes
src/components/finance/List.vue,508,GET,'/finance/money/month/summary').then(function(resp){,finance,yes
src/components/finance/List.vue,574,PUT,"'/finance/money/'+this.object.id, this.object).then(function(resp){",finance,yes
src/components/finance/List.vue,585,POST,"'/finance/money', this.object).then(function(resp){",finance,yes
src/components/finance/List.vue,610,DELETE,'/finance/money/'+this.object.id).then(function(resp){,finance,yes
src/components/finance/List.vue,641,POST,"'/finance/money/pay/'+this.object.id, env.mact).then(function(resp){",finance,yes
src/components/finance/List.vue,661,POST,"'/finance/money/recv/'+this.object.id, env.mact).then(function(resp){",finance,yes
src/components/finance/List.vue,676,GET,'/finance/money/trans/'+object.id).then(function(resp){,finance,yes
src/components/finance/List.vue,690,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/finance/List.vue,703,GET,'/auth/user?q='+JSON.stringify(q)).then(function(resp){,auth,yes
src/components/finance/List.vue,715,GET,'/finance/money/account?q='+JSON.stringify(q)).then(function(resp){,finance,yes
src/components/finance/List.vue,855,GET,'/finance/money?q='+JSON.stringify(q)).then(function(resp){,finance,yes
src/components/finance/MoneyAccount.vue,122,PUT,"'/finance/money/account/'+this.object.id, this.object).then(function(resp){",finance,yes
src/components/finance/MoneyAccount.vue,133,POST,"'/finance/money/account', this.object).then(function(resp){",finance,yes
src/components/finance/MoneyAccount.vue,231,GET,'/finance/money/account?q='+JSON.stringify(q)).then(function(resp){,finance,yes
src/components/finance/Pay.vue,437,POST,"'/auth/config', env.conf).then(function(resp) {",auth,yes
src/components/finance/Pay.vue,470,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/finance/Pay.vue,485,POST,"'/finance/money/summary', this.summary).then(function(resp){",finance,yes
src/components/finance/Pay.vue,513,GET,'/finance/money/month/summary').then(function(resp){,finance,yes
src/components/finance/Pay.vue,580,PUT,"'/finance/money/'+this.object.id, this.object).then(function(resp){",finance,yes
src/components/finance/Pay.vue,591,POST,"'/finance/money', this.object).then(function(resp){",finance,yes
src/components/finance/Pay.vue,609,DELETE,'/finance/money/'+this.object.id).then(function(resp){,finance,yes
src/components/finance/Pay.vue,661,POST,"'/finance/money/pay/'+this.object.id, env.mact).then(function(resp){",finance,yes
src/components/finance/Pay.vue,676,POST,"'/finance/money/recv/'+this.object.id, env.mact).then(function(resp){",finance,yes
src/components/finance/Pay.vue,690,GET,'/finance/money/trans/'+object.id).then(function(resp){,finance,yes
src/components/finance/Pay.vue,704,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/finance/Pay.vue,717,GET,'/auth/user?q='+JSON.stringify(q)).then(function(resp){,auth,yes
src/components/finance/Pay.vue,729,GET,'/finance/money/account?q='+JSON.stringify(q)).then(function(resp){,finance,yes
src/components/finance/Pay.vue,869,GET,'/finance/money?q='+JSON.stringify(q)).then(function(resp){,finance,yes
src/components/finance/Recv.vue,441,POST,"'/auth/config', env.conf).then(function(resp) {",auth,yes
src/components/finance/Recv.vue,474,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/finance/Recv.vue,489,POST,"'/finance/money/summary', this.summary).then(function(resp){",finance,yes
src/components/finance/Recv.vue,517,GET,'/finance/money/month/summary').then(function(resp){,finance,yes
src/components/finance/Recv.vue,584,PUT,"'/finance/money/'+this.object.id, this.object).then(function(resp){",finance,yes
src/components/finance/Recv.vue,595,POST,"'/finance/money', this.object).then(function(resp){",finance,yes
src/components/finance/Recv.vue,613,DELETE,'/finance/money/'+this.object.id).then(function(resp){,finance,yes
src/components/finance/Recv.vue,644,POST,"'/finance/money/pay/'+this.object.id, env.mact).then(function(resp){",finance,yes
src/components/finance/Recv.vue,664,POST,"'/finance/money/recv/'+this.object.id, env.mact).then(function(resp){",finance,yes
src/components/finance/Recv.vue,678,GET,'/finance/money/trans/'+object.id).then(function(resp){,finance,yes
src/components/finance/Recv.vue,712,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/finance/Recv.vue,725,GET,'/auth/user?q='+JSON.stringify(q)).then(function(resp){,auth,yes
src/components/finance/Recv.vue,737,GET,'/finance/money/account?q='+JSON.stringify(q)).then(function(resp){,finance,yes
src/components/finance/Recv.vue,878,GET,'/finance/money?q='+JSON.stringify(q)).then(function(resp){,finance,yes
src/components/finance/StatStockin.vue,124,POST,"'/finance/stat/goods/stockin/detail?sku='+record.sku, this.summary).then(function(resp){",finance,yes
src/components/finance/StatStockin.vue,221,POST,"'/finance/stat/goods/stockin', this.summary).then(function(resp){",finance,yes
src/components/finance/StatStockout.vue,124,POST,"'/finance/stat/goods/stockout/detail?sku='+record.sku, this.summary).then(function(resp){",finance,yes
src/components/finance/StatStockout.vue,220,POST,"'/finance/stat/goods/stockout', this.summary).then(function(resp){",finance,yes
src/components/inv/InvAdjust.vue,109,POST,'/inv/adjust/cancel/'+this.object.series_code).then(function(resp){,inv,yes
src/components/inv/InvAdjust.vue,123,PUT,"'/inv/adjust', this.lines).then(function(resp){",inv,yes
src/components/inv/InvAdjust.vue,136,POST,'/inv/adjust/exec/'+order.series_code).then(function(resp){,inv,yes
src/components/inv/InvAdjust.vue,153,GET,'/inv/adjust?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvAdjust.vue,245,GET,'/inv/adjust?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvCount.vue,340,POST,"'/inv/count/create_lines', this.order_new).then(function(resp){",inv,yes
src/components/inv/InvCount.vue,354,GET,'/inv/inv?without_batch=true&q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvCount.vue,370,GET,'/inv/good?qtype=&q=').then(function(resp){,inv,yes
src/components/inv/InvCount.vue,392,GET,'/inv/good?qtype=&q='+val).then(function(resp){,inv,yes
src/components/inv/InvCount.vue,407,GET,'/stockin/recommend/location/sku/'+this.line.sku).then(function(resp){,stockin,yes
src/components/inv/InvCount.vue,425,GET,'/stockin/recommend/location/sku/'+this.line.sku+'?q='+val).then(function(resp){,stockin,yes
src/components/inv/InvCount.vue,434,POST,'/inv/count/cancel/'+this.object.series_code).then(function(resp){,inv,yes
src/components/inv/InvCount.vue,476,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/inv/InvCount.vue,494,POST,"'/inv/count', this.new_order).then(function(resp){",inv,yes
src/components/inv/InvCount.vue,514,PUT,"'/inv/count?series_code='+this.object.series_code, this.lines).then(function(resp){",inv,yes
src/components/inv/InvCount.vue,527,POST,'/inv/count/to_adjust/'+order.series_code+'/exec').then(function(resp){,inv,yes
src/components/inv/InvCount.vue,544,GET,'/inv/count?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvCount.vue,659,GET,'/inv/count?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvCount.vue,680,GET,'/warehouse/area').then(function(resp){,warehouse,yes
src/components/inv/InvFreeze.vue,125,POST,"'/inv/freeze/do', {inv_list:env.invid_list}).then(function(resp){",inv,yes
src/components/inv/InvFreeze.vue,146,POST,"'/inv/freeze/undo', {inv_list:env.invid_list}).then(function(resp){",inv,yes
src/components/inv/InvFreeze.vue,275,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/inv/InvFreeze.vue,308,GET,'/inv/inv?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvMove.vue,335,DELETE,'/inv/move/'+record.id).then(function(resp){,inv,yes
src/components/inv/InvMove.vue,369,GET,'/inv/inv?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvMove.vue,411,POST,"'/inv/move', this.new_lines).then(function(resp){",inv,yes
src/components/inv/InvMove.vue,424,PUT,"'/inv/move', this.lines).then(function(resp){",inv,yes
src/components/inv/InvMove.vue,437,POST,'/inv/move/exec/'+order.series_code).then(function(resp){,inv,yes
src/components/inv/InvMove.vue,450,POST,"'/inv/move/autolocation?type=movein_inv', env.new_lines).then(function(resp){",inv,yes
src/components/inv/InvMove.vue,466,POST,'/inv/move/exec_out/'+this.object.series_code).then(function(resp){,inv,yes
src/components/inv/InvMove.vue,479,POST,'/inv/move/exec_in/'+this.object.series_code).then(function(resp){,inv,yes
src/components/inv/InvMove.vue,492,POST,'/inv/move/cancel/'+this.object.series_code).then(function(resp){,inv,yes
src/components/inv/InvMove.vue,534,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/inv/InvMove.vue,555,GET,'/inv/move?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvMove.vue,566,GET,'/stockin/recommend/location/sku/'+line.sku+'/'+line.location_code).then(function(resp){,stockin,yes
src/components/inv/InvMove.vue,582,GET,'/stockin/recommend/location/sku/'+this.line.sku+'/'+this.line.location_code+'?q='+val).then(function(resp){,stockin,yes
src/components/inv/InvMove.vue,713,GET,'/inv/move?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvQuery.vue,217,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/inv/InvQuery.vue,249,GET,'/inv/inv?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvReplenish.vue,152,PUT,"'/inv/replenish/invwarn', this.object).then(function(resp){",inv,yes
src/components/inv/InvReplenish.vue,163,POST,"'/inv/replenish/invwarn', this.object).then(function(resp){",inv,yes
src/components/inv/InvReplenish.vue,176,GET,'/inv/replenish/compute/move').then(function(resp){,inv,yes
src/components/inv/InvReplenish.vue,199,GET,'/inv/good?q='+val).then(function(resp){,inv,yes
src/components/inv/InvReplenish.vue,220,GET,'/inv/replenish/invwarn?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvRfid.vue,150,POST,"'/inv/rfid/gen', record).then(function(resp){",inv,yes
src/components/inv/InvRfid.vue,161,GET,'/inv/good?q='+this.current_good).then(function(resp){,inv,yes
src/components/inv/InvRfid.vue,175,GET,'/inv/rfid/gen/print?id='+record.id).then(function(resp){,inv,yes
src/components/inv/InvRfid.vue,289,GET,'/inv/rfid/gen?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvRfidQuery.vue,144,GET,'/inv/rfid?q='+JSON.stringify(q)).then(function(resp){,inv,yes
src/components/inv/InvWarn.vue,196,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/inv/InvWarn.vue,230,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/inv/InvWarn.vue,268,GET,url+JSON.stringify(q)).then(function(resp){,dynamic,no_or_dynamic
src/components/stockin/StockinList.vue,566,POST,'/stockin/to_move/'+this.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,629,POST,"'/stockin/stockin', data).then(function(resp){",stockin,yes
src/components/stockin/StockinList.vue,645,GET,url+'&q='+JSON.stringify(q)).then(function(resp){,dynamic,no_or_dynamic
src/components/stockin/StockinList.vue,673,DELETE,'/stockin/'+env.order.id+'/line/'+record.id).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,687,POST,"'/stockin/stockin/info', this.order).then(function(resp){",stockin,yes
src/components/stockin/StockinList.vue,700,POST,'/stockin/cancel/'+this.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,716,PUT,"'/stockin/stockin/one/'+this.order.id, data).then(function(resp){",stockin,yes
src/components/stockin/StockinList.vue,777,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinList.vue,809,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinList.vue,828,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinList.vue,840,GET,'/stockin/recommend/location/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,855,GET,'/stockin/recommend/location/'+lineid+'?q='+val).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,866,GET,'/stockin/recommend/location/sku/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,879,GET,'/stockin/recommend/location/sku/'+lineid+'?q='+val).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,900,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,924,POST,"'/stockin/putin/'+this.order.id, json).then(function(resp){",stockin,yes
src/components/stockin/StockinList.vue,953,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,971,GET,"'/stockin/trans/'+this.order.id+'?q={""limit"":1000}').then(function(resp){",stockin,yes
src/components/stockin/StockinList.vue,1096,GET,'/stockin/stockin?q='+JSON.stringify(q)).then(function(resp){,stockin,yes
src/components/stockin/StockinList.vue,1106,GET,'/stockin/putin/'+env.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,518,POST,"'/stockin/stockin/info', this.order).then(function(resp){",stockin,yes
src/components/stockin/StockinOne.vue,531,POST,'/stockin/cancel/'+this.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,544,POST,'/stockin/reverse/'+this.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,556,POST,'/open/qimen/confirm/in/'+this.order.id).then(function(resp){,open,yes
src/components/stockin/StockinOne.vue,587,GET,"'/stockin/trans/'+this.order.id+'?q={""limit"":1000}').then(function(resp){",stockin,yes
src/components/stockin/StockinOne.vue,623,POST,"'/stockin/'+this.order.id+'/line', env.order_line2).then(function(resp){",stockin,yes
src/components/stockin/StockinOne.vue,676,POST,"'/stockin/check', data).then(function(resp){",stockin,yes
src/components/stockin/StockinOne.vue,699,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,714,POST,'/stockin/'+this.order.id+'/autolocation').then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,740,POST,"'/stockin/putin/'+this.order.id, json).then(function(resp){",stockin,yes
src/components/stockin/StockinOne.vue,774,POST,"'/stockin/putin/rfid/'+this.order.id, {lines: data, }).then(function(resp){",stockin,yes
src/components/stockin/StockinOne.vue,799,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,858,GET,'/inv/rfid?rfid='+this.current_rfid2).then(function(resp){,inv,yes
src/components/stockin/StockinOne.vue,901,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,953,POST,"'/stockin/check', data).then(function(resp){",stockin,yes
src/components/stockin/StockinOne.vue,994,GET,"'/stockin/trans/'+this.order.id+'?q={""limit"":1000}').then(function(resp){",stockin,yes
src/components/stockin/StockinOne.vue,1006,GET,'/stockin/recommend/location/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,1105,GET,'/stockin/stockin/one/'+this.$route.params.order_id).then(function(resp){,stockin,yes
src/components/stockin/StockinOne.vue,1115,GET,'/stockin/putin/'+env.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,647,POST,"'/stockin/stockin', data).then(function(resp){",stockin,yes
src/components/stockin/StockinQuick.vue,663,GET,url+'&q='+JSON.stringify(q)).then(function(resp){,dynamic,no_or_dynamic
src/components/stockin/StockinQuick.vue,691,DELETE,'/stockin/'+env.order.id+'/line/'+record.id).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,705,POST,"'/stockin/stockin/info', this.order).then(function(resp){",stockin,yes
src/components/stockin/StockinQuick.vue,718,POST,'/stockin/cancel/'+this.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,735,PUT,"'/stockin/stockin/one/'+this.order.id, data).then(function(resp){",stockin,yes
src/components/stockin/StockinQuick.vue,796,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinQuick.vue,828,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinQuick.vue,846,GET,'/stockin/recommend/location/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,861,GET,'/stockin/recommend/location/sku/'+lineid+'?q='+val).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,872,GET,'/stockin/recommend/location/sku/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,885,GET,'/stockin/recommend/location/sku/'+lineid+'?q='+val).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,898,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinQuick.vue,938,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,953,POST,'/stockin/'+this.order.id+'/autolocation').then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,979,POST,"'/stockin/putin/'+this.order.id, json).then(function(resp){",stockin,yes
src/components/stockin/StockinQuick.vue,1008,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,1028,GET,"'/stockin/trans/'+this.order.id+'?q={""limit"":1000}').then(function(resp){",stockin,yes
src/components/stockin/StockinQuick.vue,1154,GET,'/stockin/stockin?q='+JSON.stringify(q)).then(function(resp){,stockin,yes
src/components/stockin/StockinQuick.vue,1168,GET,'/stockin/putin/'+env.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinSaleReturn.vue,554,POST,"'/stockin/stockin', data).then(function(resp){",stockin,yes
src/components/stockin/StockinSaleReturn.vue,567,GET,'/inv/good?with_inv_qty=true&qtype=in&q='+this.current_good).then(function(resp){,inv,yes
src/components/stockin/StockinSaleReturn.vue,594,POST,"'/stockin/stockin/info', this.order).then(function(resp){",stockin,yes
src/components/stockin/StockinSaleReturn.vue,655,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinSaleReturn.vue,687,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinSaleReturn.vue,706,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinSaleReturn.vue,718,GET,'/stockin/recommend/location/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinSaleReturn.vue,733,GET,'/stockin/recommend/location/'+lineid+'?q='+val).then(function(resp){,stockin,yes
src/components/stockin/StockinSaleReturn.vue,754,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinSaleReturn.vue,778,POST,"'/stockin/putin/'+this.order.id, json).then(function(resp){",stockin,yes
src/components/stockin/StockinSaleReturn.vue,802,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinSaleReturn.vue,817,GET,"'/stockin/trans/'+this.order.id+'?q={""limit"":1000}').then(function(resp){",stockin,yes
src/components/stockin/StockinSaleReturn.vue,944,GET,'/stockin/stockin?q='+JSON.stringify(q)).then(function(resp){,stockin,yes
src/components/stockin/StockinSaleReturn.vue,958,GET,'/stockin/putin/'+env.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScan.vue,392,POST,"'/stockin/stockin/info', this.order).then(function(resp){",stockin,yes
src/components/stockin/StockinScan.vue,445,POST,"'/stockin/'+this.order.id+'/line', env.order_line).then(function(resp){",stockin,yes
src/components/stockin/StockinScan.vue,477,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinScan.vue,496,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinScan.vue,512,GET,'/stockin/recommend/location/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinScan.vue,540,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScan.vue,586,POST,"'/stockin/check', data).then(function(resp){",stockin,yes
src/components/stockin/StockinScan.vue,610,POST,"'/stockin/putin/'+this.order.id, json).then(function(resp){",stockin,yes
src/components/stockin/StockinScan.vue,633,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScan.vue,647,GET,"'/stockin/trans/'+this.order.id+'?q={""limit"":1000}').then(function(resp){",stockin,yes
src/components/stockin/StockinScan.vue,771,GET,'/stockin/stockin?q='+JSON.stringify(q)).then(function(resp){,stockin,yes
src/components/stockin/StockinScan.vue,784,GET,'/stockin/putin/'+env.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanBarcode.vue,464,POST,"'/stockin/stockin/info', this.order).then(function(resp){",stockin,yes
src/components/stockin/StockinScanBarcode.vue,526,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinScanBarcode.vue,548,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanBarcode.vue,570,POST,"'/stockin/putin/'+this.order.id, json).then(function(resp){",stockin,yes
src/components/stockin/StockinScanBarcode.vue,603,POST,"'/stockin/putin/rfid/'+this.order.id, {lines: data, }).then(function(resp){",stockin,yes
src/components/stockin/StockinScanBarcode.vue,627,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanBarcode.vue,686,GET,'/inv/rfid?rfid='+this.current_rfid2).then(function(resp){,inv,yes
src/components/stockin/StockinScanBarcode.vue,729,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanBarcode.vue,781,POST,"'/stockin/check', data).then(function(resp){",stockin,yes
src/components/stockin/StockinScanBarcode.vue,825,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanBarcode.vue,839,GET,"'/stockin/trans/'+this.order.id+'?q={""limit"":1000}').then(function(resp){",stockin,yes
src/components/stockin/StockinScanBarcode.vue,852,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinScanBarcode.vue,864,GET,'/stockin/recommend/location/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinScanBarcode.vue,995,GET,'/stockin/stockin?q='+JSON.stringify(q)).then(function(resp){,stockin,yes
src/components/stockin/StockinScanBarcode.vue,1008,GET,'/stockin/putin/'+env.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanRFID.vue,441,POST,"'/stockin/stockin/info', this.order).then(function(resp){",stockin,yes
src/components/stockin/StockinScanRFID.vue,493,POST,"'/stockin/'+this.order.id+'/line', env.order_line).then(function(resp){",stockin,yes
src/components/stockin/StockinScanRFID.vue,522,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinScanRFID.vue,541,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinScanRFID.vue,553,GET,'/stockin/recommend/location/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinScanRFID.vue,581,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanRFID.vue,607,POST,"'/stockin/putin/rfid/'+this.order.id, {lines: data, }).then(function(resp){",stockin,yes
src/components/stockin/StockinScanRFID.vue,632,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanRFID.vue,689,GET,'/inv/rfid?rfid='+this.current_rfid2).then(function(resp){,inv,yes
src/components/stockin/StockinScanRFID.vue,748,POST,"'/stockin/check', data).then(function(resp){",stockin,yes
src/components/stockin/StockinScanRFID.vue,772,POST,"'/stockin/putin/'+this.order.id, json).then(function(resp){",stockin,yes
src/components/stockin/StockinScanRFID.vue,795,GET,'/stockin/putin/'+order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinScanRFID.vue,809,GET,"'/stockin/trans/'+this.order.id+'?q={""limit"":1000}').then(function(resp){",stockin,yes
src/components/stockin/StockinScanRFID.vue,933,GET,'/stockin/stockin?q='+JSON.stringify(q)).then(function(resp){,stockin,yes
src/components/stockin/StockinScanRFID.vue,946,GET,'/stockin/putin/'+env.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinTransfer.vue,595,POST,'/stockin/to_move/'+this.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinTransfer.vue,659,POST,"'/stockin/stockin', data).then(function(resp){",stockin,yes
src/components/stockin/StockinTransfer.vue,672,GET,'/inv/good?with_inv_qty=true&qtype=in&q='+this.current_good).then(function(resp){,inv,yes
src/components/stockin/StockinTransfer.vue,699,DELETE,'/stockin/'+env.order.id+'/line/'+record.id).then(function(resp){,stockin,yes
src/components/stockin/StockinTransfer.vue,713,POST,"'/stockin/stockin/info', this.order).then(function(resp){",stockin,yes
src/components/stockin/StockinTransfer.vue,726,POST,'/stockin/cancel/'+this.order.id).then(function(resp){,stockin,yes
src/components/stockin/StockinTransfer.vue,748,PUT,"'/stockin/stockin/one/'+this.order.id, data).then(function(resp){",stockin,yes
src/components/stockin/StockinTransfer.vue,809,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinTransfer.vue,841,POST,"'/async/table_export?q='+JSON.stringify(q), data).then(function(resp){",async,yes
src/components/stockin/StockinTransfer.vue,860,GET,'/warehouse/partner?q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinTransfer.vue,871,GET,'/auth/company?q='+JSON.stringify(q)).then(function(resp){,auth,yes
src/components/stockin/StockinTransfer.vue,917,GET,'/warehouse/warehouse?company_code='+env.order_new.transfer_out_company_code+'&q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinTransfer.vue,927,GET,'/warehouse/partner/owner?company_code='+env.order_new.transfer_out_company_code+'&q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinTransfer.vue,937,GET,'/warehouse/warehouse?company_code='+env.query.transfer_out_company_code+'&q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinTransfer.vue,947,GET,'/warehouse/partner/owner?company_code='+env.query.transfer_out_company_code+'&q='+JSON.stringify(q)).then(function(resp){,warehouse,yes
src/components/stockin/StockinTransfer.vue,960,GET,'/stockin/recommend/location/'+lineid).then(function(resp){,stockin,yes
src/components/stockin/StockinTransfer.vue,975,GET,'/stockin/recommend/location/'+lineid+'?q='+val).then(function(resp){,stockin,yes
